Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Neha Swami Bijlani,nehaswamibijlani,8.47,374500,13400.0,34000.0,3.61,India,Arts and Entertainment,Mid Tier
Manava Arun Naik,manava.naik,7.8,374300,3200.0,10100.0,0.88,Mumbai,Arts and Entertainment,Mid Tier
Shilpa Rao,shilparao,7.98,373800,5200.0,33400.0,1.42,Jamshedpur,Arts and Entertainment,Mid Tier
Kabir Khan,kabirkhankk,7.84,373600,3600.0,15100.0,0.99,Mumbai,Arts and Entertainment,Mid Tier
Manjari Fadnnis,manjarifadnis,7.6,373200,1000.0,2300.0,0.27,Mumbai,Arts and Entertainment,Mid Tier
Vijayendra Kumeria,vijayendrakumeria,7.85,372200,3700.0,56300.0,1.03,Ahmedabad,Arts and Entertainment,Mid Tier
Raghu Dixit,raghudixit11,8.09,371900,6500.0,17300.0,1.77,Mysore,Arts and Entertainment,Mid Tier
Ganesh Venkatram,talk2ganesh,7.63,371800,1400.0,10800.0,0.38,Chennai,Arts and Entertainment,Mid Tier
Alka Yagnik,therealalkayagnik,8.42,371700,11200.0,36000.0,3.07,Kolkata,Arts and Entertainment,Mid Tier
Waluscha De Sousa,waluschaa,7.68,371700,1900.0,24400.0,0.52,Goa,Arts and Entertainment,Mid Tier
Surya Mishra,suru.mi,7.92,370900,4600.0,52600.0,1.25,Mumbai,Arts and Entertainment,Mid Tier
Delnaaz Irani,officialdelnaazirani,7.69,367500,2000.0,6000.0,0.55,Mumbai,Arts and Entertainment,Mid Tier
Rajat Tokas,rajattokas19,8.7,365100,24600.0,90200.0,6.86,Delhi,Arts and Entertainment,Mid Tier
Sakshi Pradhan,itsmesakshii,7.67,364700,1800.0,9500.0,0.51,Mumbai,Arts and Entertainment,Mid Tier
Mohit Gaur,mohitgaur7991,8.35,364500,9500.0,40400.0,2.62,Mumbai,Arts and Entertainment,Mid Tier
KANWAR DHILLON,kanwardhillon_,8.61,364200,20200.0,86700.0,5.75,Mumbai,Arts and Entertainment,Mid Tier
Radio City India,radiocityindia,4.83,363800,76.0,559.0,0.02,India,Arts and Entertainment,Mid Tier
Nirmal Pillai,mahlyf_mahrulez,8.78,363300,29300.0,203300.0,8.1,Tamil Nadu,Arts and Entertainment,Mid Tier
Sonu Gowda,sonugowda,8.46,362800,13400.0,100100.0,3.71,Bengaluru,Arts and Entertainment,Mid Tier
Yahya Bootwala,yahyabootwala,8.41,362700,10700.0,118600.0,2.96,Mumbai,Arts and Entertainment,Mid Tier
Maya S Krishnan,mayaskrishnan,7.81,362600,3400.0,48500.0,0.95,Chennai,Arts and Entertainment,Mid Tier
Bhavini Purohit,purohitbhavini,7.77,361800,2900.0,33900.0,0.81,Mumbai,Arts and Entertainment,Mid Tier
Roshni Chopra,roshnichopra,7.65,361800,1500.0,13000.0,0.44,Delhi,Arts and Entertainment,Mid Tier
Tanya Hope,hope.tanya,8.45,361500,12700.0,57500.0,3.52,Bengaluru,Arts and Entertainment,Mid Tier
Bhavya Singh,_bhavyasingh,8.18,361100,7400.0,52900.0,2.09,Mumbai,Arts and Entertainment,Mid Tier
Rahul Dua,therahuldua,8.41,360900,10600.0,17900.0,2.95,India,Arts and Entertainment,Mid Tier
Pradaini Surva,pradainisurva,8.44,360800,12300.0,37100.0,3.42,Chennai,Arts and Entertainment,Mid Tier
Prabhudheva,prabhudevaofficial,8.63,360600,21600.0,41200.0,6.03,Chennai,Arts and Entertainment,Mid Tier
Sukhwinder Singh,sukhwindersinghofficial,7.9,360100,4400.0,21200.0,1.24,Mumbai,Arts and Entertainment,Mid Tier
Richa Panai,richapanai,7.94,359100,4800.0,9300.0,1.36,India,Arts and Entertainment,Mid Tier
PARAMBRATA,parambratachattopadhyay,8.0,358600,5500.0,19800.0,1.54,India,Arts and Entertainment,Mid Tier
�ffi?c?i?a??_????_ro?r,official_mitta_ror,8.55,358200,17600.0,82200.0,4.95,Haryana,Arts and Entertainment,Mid Tier
MeetBros,meetbrosofficial,8.86,357800,33100.0,240400.0,9.31,Mumbai,Arts and Entertainment,Mid Tier
Alright,thealrightsquad,7.66,357100,1700.0,57900.0,0.49,India,Arts and Entertainment,Mid Tier
Monica Gill,monica_gill1,7.67,356100,1800.0,2500.0,0.51,Mumbai,Arts and Entertainment,Mid Tier
?? Photoz Doctorz ??,photoz_doctorz,3.62,355600,21.0,544.0,0.01,India,Arts and Entertainment,Mid Tier
Alisha Singh,alishasingh.official,7.99,355000,5400.0,31900.0,1.54,Mumbai,Arts and Entertainment,Mid Tier
Tanmay Rishi Shah,tanmayrishi,7.9,354900,4400.0,42600.0,1.26,New Delhi,Arts and Entertainment,Mid Tier
Girliyapa,girliyapa,7.66,353600,1700.0,9100.0,0.49,India,Arts and Entertainment,Mid Tier
CDKSFA �,kiccha_sudeep,8.14,352600,7100.0,44100.0,2.02,Bengaluru,Arts and Entertainment,Mid Tier
Bahaar,bahaar_art,7.68,352400,1900.0,45800.0,0.54,New Delhi,Lifestyle and Fashion,Mid Tier
Sanjai Mishra,imsanjaimishra,8.38,351600,9800.0,23500.0,2.79,Mumbai,Arts and Entertainment,Mid Tier
Salil Acharya,salilacharya,7.62,351500,1200.0,11000.0,0.36,Delhi,Arts and Entertainment,Mid Tier
Santvani Trivedi ??,santvani,8.21,351500,7900.0,21500.0,2.27,Godhra,Arts and Entertainment,Mid Tier
Ashish Chowdhry,ashishchowdhryofficial,7.79,350800,3200.0,24900.0,0.92,Mumbai,Arts and Entertainment,Mid Tier
Rj Vigneshkanth,rjvigneshkanth,7.85,350100,3900.0,15500.0,1.11,Chennai,Arts and Entertainment,Mid Tier
Kashish Thakur,kashishthakur_official,8.42,350000,11000.0,25100.0,3.15,Haryana,Arts and Entertainment,Mid Tier
Rohan Gandotra,rohan_gandotra,7.71,349700,2300.0,5600.0,0.67,Delhi,Arts and Entertainment,Mid Tier
Rashmika Mandanna,sgvdigital,6.15,349200,256.0,11100.0,0.07,India,Arts and Entertainment,Mid Tier
MTV Beats,mtvbeats,6.28,349100,297.0,768.0,0.09,India,Arts and Entertainment,Mid Tier
Adhvithi Shetty,adhvithi_shetty_official,7.79,348700,3100.0,11200.0,0.91,Mangalore,Arts and Entertainment,Mid Tier
Tina Desai,desaitina,7.9,348400,4400.0,7300.0,1.28,Bengaluru,Arts and Entertainment,Mid Tier
Sshivada Nair,sshivadaoffcl,8.43,347700,11800.0,27400.0,3.42,Chennai,Arts and Entertainment,Mid Tier
HARI R BASKAR,iharibaskar,8.65,347400,22700.0,86500.0,6.54,Chennai,Arts and Entertainment,Mid Tier
Ritviz,vizdumb,8.54,346100,17000.0,118500.0,4.95,India,Arts and Entertainment,Mid Tier
Tahir Raj Bhasin,tahirrajbhasin,8.4,345800,10000.0,18500.0,2.9,Delhi,Arts and Entertainment,Mid Tier
Mumbai Ki Rani,mymalishka,7.63,345400,1400.0,3800.0,0.41,Mumbai,Arts and Entertainment,Mid Tier
Udit Narayan Jha,Music,8.62,343900,21000.0,60700.0,6.2,Mumbai,Arts and Entertainment,Mid Tier
PARDHAAN,pardhaan,7.93,343600,4700.0,45200.0,1.38,Karnal,Arts and Entertainment,Mid Tier
Rukhsar Rehman,rukhsarrehman,8.4,342900,10200.0,29300.0,3.01,Mumbai,Arts and Entertainment,Mid Tier
Sharib #Me,mrfilmistaani,8.03,341300,5700.0,10600.0,1.72,Mumbai,Arts and Entertainment,Mid Tier
9XM,9xmindia,6.34,338800,327.0,835.0,0.1,India,Arts and Entertainment,Mid Tier
Sonu Thukral,sonuthukral,6.12,338400,238.0,4500.0,0.07,Delhi,Arts and Entertainment,Mid Tier
GUNJAN SEHRAWAT,gxnjxn.sxh,8.44,337600,12100.0,24600.0,3.63,Delhi,Arts and Entertainment,Mid Tier
Monica Dogra,monicadogra,7.77,337400,2900.0,5000.0,0.89,Mumbai,Arts and Entertainment,Mid Tier
Ajay Thakur,ajaythakurkabaddi,8.42,336700,11200.0,35400.0,3.37,Nalagarh,Arts and Entertainment,Mid Tier
Shilpa Raizada,shilpa_s_raizada,7.77,336100,3000.0,8600.0,0.89,Bhopal,Arts and Entertainment,Mid Tier
Neha Mahajan,nehamahajanofficial,7.8,334300,3300.0,14900.0,0.98,Pune,Arts and Entertainment,Mid Tier
John Carlo Alcantara,imjcalcantara,8.41,334100,10800.0,28200.0,3.27,Assam,Arts and Entertainment,Mid Tier
Chef Vicky Ratnani,vickythechef,6.98,333600,606.0,7800.0,0.18,Mumbai,Arts and Entertainment,Mid Tier
Roshni Wadhwani,iroshniwadhwani,8.52,331400,15900.0,60600.0,4.84,Mumbai,Arts and Entertainment,Mid Tier
STAYDENCH,lethalbizzle,7.8,330900,3200.0,26000.0,1.01,Nadiad,Arts and Entertainment,Mid Tier
Selvaraghavan,selvaraghavan,8.75,329700,27500.0,111000.0,8.37,Chennai,Arts and Entertainment,Mid Tier
Devlina Kumar,devlinakumar,7.79,328500,3200.0,18600.0,0.97,India,Arts and Entertainment,Mid Tier
Zora Randhawa,zorarandhawaofficial,7.61,328400,1200.0,5200.0,0.36,Amritsar,Arts and Entertainment,Mid Tier
Alexander The Comic,ilikeslander,7.65,325900,1600.0,45800.0,0.51,India,Arts and Entertainment,Mid Tier
Film Companion,filmcompanion,6.32,323700,319.0,8100.0,0.1,India,Arts and Entertainment,Mid Tier
FameBugs,famebugs,7.68,323400,1900.0,17100.0,0.6,Hubli,Arts and Entertainment,Mid Tier
Ashita Chandrappa,ashitachandrappa,7.8,322000,3300.0,35400.0,1.02,Bengaluru,Arts and Entertainment,Mid Tier
Ananya,ananyaongram,9.2,321600,75100.0,425700.0,23.4,Hyderabad,Arts and Entertainment,Mid Tier
EPhotosWorld.com,pandeyrr,7.79,321300,3100.0,28600.0,0.99,India,Arts and Entertainment,Mid Tier
Dhiraviam Rajakumaran,dhiraviam_rajakumaran,8.5,320500,15200.0,72800.0,4.8,Chennai,Arts and Entertainment,Mid Tier
Anara Gupta,anaraguptaactress,7.99,320100,5500.0,4900.0,1.72,Kashmir,Arts and Entertainment,Mid Tier
Gold Media Entertainment,goldmediaa,7.6,317900,1000.0,5700.0,0.32,India,Arts and Entertainment,Mid Tier
RambhaIndrakumar??,rambhaindran_,8.14,316900,7000.0,73900.0,2.24,Chennai,Arts and Entertainment,Mid Tier
Prashanth Ravi,prashanth_bionic,8.44,316400,12300.0,37900.0,3.92,Chennai,Arts and Entertainment,Mid Tier
Aftab Shivdasani,aftabshivdasani,8.28,315900,8600.0,14800.0,2.77,Mumbai,Arts and Entertainment,Mid Tier
Bollywood People,peopleofbollywood,6.96,314700,603.0,39900.0,0.19,New Delhi,Arts and Entertainment,Mid Tier
Ritu Shivpuri,riitushivpuri,7.95,314200,4900.0,13200.0,1.6,Mumbai,Arts and Entertainment,Mid Tier
Vinay Sharma,vinaysharma989,7.18,313100,722.0,55200.0,0.24,New Delhi,Arts and Entertainment,Mid Tier
Nishita Goswami,nishitagoswami01,7.74,312500,2600.0,6400.0,0.84,India,Arts and Entertainment,Mid Tier
Shivani Patel Nihalani,shivanipatel_official,7.78,312100,3100.0,55300.0,0.99,Mumbai,Arts and Entertainment,Mid Tier
Gayathrie,gayathrieshankar,7.76,311500,2900.0,29200.0,0.92,Chennai,Arts and Entertainment,Mid Tier
Rituraj Mohanty,rituraj_official,7.83,311000,3600.0,4600.0,1.16,Bhubaneswar,Arts and Entertainment,Mid Tier
Ruhana Khanna,ruhanakhanna,7.66,310400,1700.0,3900.0,0.57,Mumbai,Arts and Entertainment,Mid Tier
Anushka Shetty,anushkashettyfanclub,7.74,309500,2600.0,22100.0,0.83,Hyderabad,Arts and Entertainment,Mid Tier
Puneesh Sharma,puneesh4353,7.63,309000,1400.0,39300.0,0.44,Mumbai,Arts and Entertainment,Mid Tier
Aayuandpihushow,aayuandpihushow,8.41,308900,10200.0,16400.0,3.41,Delhi,Arts and Entertainment,Mid Tier
Lahari Shari,lahari_shari,8.04,308200,6000.0,71200.0,1.96,Hyderabad,Arts and Entertainment,Mid Tier
Shalini,shalini_official,7.7,306800,2200.0,17700.0,0.71,Bengaluru,Arts and Entertainment,Mid Tier
Neha.doodles,neha.doodles,8.47,305800,13700.0,78200.0,4.55,Delhi,Arts and Entertainment,Mid Tier
Naved Shaikh,naezythebaa,8.56,303300,17900.0,65099.0,5.98,Mumbai,Arts and Entertainment,Mid Tier
Micset,micset_micset,7.68,302700,2000.0,52700.0,0.66,India,Arts and Entertainment,Mid Tier
( OFFICIAL PANJAB_MEDIA) �,panjab_media,7.71,302400,2200.0,43200.0,0.74,India,Arts and Entertainment,Mid Tier
Lokesh Gurjar,lokeshgurjar,7.72,302300,2300.0,7800.0,0.78,New Delhi,Arts and Entertainment,Mid Tier
Garima Jain,officialgarimajain,7.74,301400,2500.0,5200.0,0.87,Mumbai,Arts and Entertainment,Mid Tier
Suza Kumar,suzakumar,8.54,300900,17000.0,27300.0,5.69,India,Arts and Entertainment,Mid Tier
Celina Jaitly,celinajaitlyofficial,7.62,300800,1300.0,9800.0,0.44,Shimla,Arts and Entertainment,Mid Tier
Unmesh Dinda,piximperfect,7.69,300000,2000.0,93300.0,0.68,India,Arts and Entertainment,Mid Tier
Anjali Dinesh Anand,anjalidineshanand,7.69,299800,2000.0,15800.0,0.68,Mumbai,Arts and Entertainment,Mid Tier
Saanvi Dhiman ( Official ),saanvidhiman,8.27,299600,8500.0,15000.0,2.87,Kapurthala,Arts and Entertainment,Mid Tier
Seerat Kapoor,iamseeratkapoor,7.82,299300,3500.0,11900.0,1.19,Mumbai,Arts and Entertainment,Mid Tier
Suzanna Mukherjee,suzannamukherjee,7.27,298600,773.0,1400.0,0.27,Mumbai,Arts and Entertainment,Mid Tier
Shiv Thakare,shivthakare9,8.15,298100,7200.0,19700.0,2.44,Mumbai,Arts and Entertainment,Mid Tier
GAURAV GOYAL (GG),being_gg_official,8.17,297100,7400.0,21800.0,2.51,Chandigarh,Arts and Entertainment,Mid Tier
Eisha Chopra,eishachopra,7.96,296800,5100.0,14600.0,1.74,Delhi,Arts and Entertainment,Mid Tier
India Film Project,indiafilmproject,7.78,296300,3000.0,7900.0,1.03,Mumbai,Arts and Entertainment,Mid Tier
Troll Punjabi,troll_punjabi,7.86,295700,3900.0,56800.0,1.35,Punjab,Arts and Entertainment,Mid Tier
Skylark Pictures,skylarkpicturesEntertainment,7.65,295600,1700.0,5100.0,0.56,Alappuzha,Arts and Entertainment,Mid Tier
Funk You,funkyou_insta,7.32,294700,825.0,5400.0,0.28,India,Arts and Entertainment,Mid Tier
Aarun Nagar,aarunnagarofficial,7.61,290600,1200.0,16300.0,0.4,Mumbai,Arts and Entertainment,Mid Tier
Iqbal Khan,iamiqbalkhan,7.75,290300,2700.0,5700.0,0.94,Srinagar,Arts and Entertainment,Mid Tier
Maheck Chahal FC,maheckchahal,8.43,290100,11800.0,42300.0,4.11,Mumbai,Arts and Entertainment,Mid Tier
Baba Sehgal,babasehgal,6.7,290000,450.0,7300.0,0.16,Lucknow,Arts and Entertainment,Mid Tier
???????????? ??????????,nikhilmalik__,8.68,289400,24000.0,275800.0,8.33,India,Arts and Entertainment,Mid Tier
#culturvation,indiaculturalhub,7.91,287700,4500.0,23200.0,1.57,India,Arts and Entertainment,Mid Tier
Abhilash Kumar,abhilashkumar,6.06,286100,214.0,16500.0,0.08,Mumbai,Arts and Entertainment,Mid Tier
Dev Negi,devnegilive,6.79,285500,487.0,1200.0,0.17,Mumbai,Arts and Entertainment,Mid Tier
LV Revanth,singerrevanth,8.43,285500,11900.0,56400.0,4.19,Hyderabad,Arts and Entertainment,Mid Tier
Sana Sheikh,sanaaminsheikh,7.82,284500,3500.0,24300.0,1.26,Mumbai,Arts and Entertainment,Mid Tier
Manika?,manika_02,8.04,282900,6000.0,18700.0,2.13,Gurgaon,Arts and Entertainment,Mid Tier
Penguin India,penguinindia,6.62,281500,420.0,2400.0,0.15,New Delhi,Arts and Entertainment,Mid Tier
Zoya Afroz,zoyaafroz,7.75,281200,2600.0,18700.0,0.96,Lucknow,Arts and Entertainment,Mid Tier
Aditi Balan,officialaditibalan,8.16,281100,7400.0,6600.0,2.64,Chennai,Arts and Entertainment,Mid Tier
Siddharth Malhotra,siddharthpmalhotra,6.68,280600,437.0,4800.0,0.16,India,Arts and Entertainment,Mid Tier
Monica Bedi,memonicabedi,7.75,280200,2600.0,8100.0,0.97,Punjab,Arts and Entertainment,Mid Tier
Ramila Choudhary,escapewithmee_,8.41,279500,10600.0,612000.0,3.83,India,Arts and Entertainment,Mid Tier
Ashwiny Iyer Tiwari,ashwinyiyertiwari,6.1,277000,239.0,1300.0,0.09,India,Arts and Entertainment,Mid Tier
Abhimanyu Dassani,abhimanyud,8.46,276300,13000.0,55800.0,4.76,Mumbai,Arts and Entertainment,Mid Tier
Tanushree Dutta,iamtanushreeduttaofficial,7.66,275600,1700.0,11500.0,0.64,Mumbai,Arts and Entertainment,Mid Tier
Mishti Chakraborty,mishtichakravarty,8.29,275600,8700.0,20900.0,3.2,West Bengal,Arts and Entertainment,Mid Tier
Mayank Mishra,mayankmishrafilms,8.63,275500,21800.0,68900.0,7.95,New Delhi,Arts and Entertainment,Mid Tier
Kaneez Surka,kaneezsurka,8.23,275500,8100.0,50700.0,2.96,Mumbai,Arts and Entertainment,Mid Tier
Viranica Manchu,viranica,8.73,274100,26800.0,81100.0,9.81,Hyderabad,Arts and Entertainment,Mid Tier
Sanjith Hegde,sanjithhegde,8.57,272800,18900.0,80500.0,6.96,Bengaluru,Arts and Entertainment,Mid Tier
Kapil Dev,therealkapildev,8.95,272100,37400.0,286200.0,13.79,Mumbai,Arts and Entertainment,Mid Tier
Daizy & Ankit,the.vogue.vanity,8.2,270200,7800.0,26600.0,2.89,Mumbai,Arts and Entertainment,Mid Tier
Saloni Daini,salonidaini_,7.72,270200,2400.0,13800.0,0.91,India,Arts and Entertainment,Mid Tier
Vishak Nair,nair.vishak,8.73,269800,26600.0,31200.0,9.87,Kochi,Arts and Entertainment,Mid Tier
Kavya,kavyakhurana,7.86,268700,4000.0,11500.0,1.5,Mumbai,Arts and Entertainment,Mid Tier
Indian Memes,theindianmemes,8.67,268000,23600.0,31000.0,8.83,Mumbai,Arts and Entertainment,Mid Tier
Luv Tyagi,luvtya6i,8.03,267300,5900.0,28600.0,2.23,Mumbai,Arts and Entertainment,Mid Tier
?? ?? ?? ?? ?? ?? ?? ?,shivika.rishi,7.74,267100,2600.0,18800.0,1.0,Mumbai,Arts and Entertainment,Mid Tier
Atul Kasbekar,atulkasbekar,7.57,267000,900.0,27300.0,0.37,Mumbai,Arts and Entertainment,Mid Tier
Atul Khatri,one_by_two,7.67,266100,1800.0,25900.0,0.69,Mumbai,Arts and Entertainment,Mid Tier
Sourabh Patel,realsourabhpatel,6.42,265500,312.0,7700.0,0.13,Mumbai,Arts and Entertainment,Mid Tier
Priya Kumar,priyakumar7272,7.83,264900,3600.0,9700.0,1.37,Mumbai,Arts and Entertainment,Mid Tier
Meghana Gaonkar,meghanagaonkar,7.7,264700,2200.0,9800.0,0.82,India,Arts and Entertainment,Mid Tier
Vimala Raman,vimraman,7.87,264400,3900.0,9300.0,1.53,Chennai,Arts and Entertainment,Mid Tier
Zulfi Syed,zulfisyed,7.96,263900,5100.0,20400.0,1.92,Mumbai,Arts and Entertainment,Mid Tier
Avinash Gowariker,avigowariker,8.05,263400,6000.0,19800.0,2.31,Mumbai,Arts and Entertainment,Mid Tier
Pratishtha Sharma,impratishtha,8.26,261500,8400.0,40700.0,3.25,New Delhi,Arts and Entertainment,Mid Tier
Ali Asgar,kingaliasgar,7.61,260300,1100.0,42700.0,0.44,Mumbai,Arts and Entertainment,Mid Tier
Aravind - SA,satired,8.35,259600,9500.0,158300.0,3.67,Chennai,Arts and Entertainment,Mid Tier
Rishabh Puri,rishxpress,8.4,257100,10100.0,5900.0,3.93,India,Arts and Entertainment,Mid Tier
Poonam Dhillon,poonam_dhillon_,8.04,255400,5800.0,27800.0,2.34,Kanpur,Arts and Entertainment,Mid Tier
Rahul Sharma,rahullsharma,7.89,255200,4200.0,17000.0,1.69,Mumbai,Arts and Entertainment,Mid Tier
Khushi Hegde,khushihegde,9.2,254000,58500.0,163900.0,23.12,India,Arts and Entertainment,Mid Tier
Chandan Prabhakar,chandanprabhakar,8.4,253100,10000.0,27200.0,4.0,Amritsar,Arts and Entertainment,Mid Tier
Zaeden,zaeden,8.56,251300,18000.0,28500.0,7.19,Delhi,Arts and Entertainment,Mid Tier
HELLO! India,hellomagindia,6.32,251100,318.0,1800.0,0.13,Mumbai,Arts and Entertainment,Mid Tier
Maria Goretti,mariagorettiz,7.6,250100,1000.0,20300.0,0.43,Mumbai,Arts and Entertainment,Mid Tier
Hamida Khatoon,hamida_khatoon_official,8.12,249600,6900.0,67000.0,2.79,Hyderabad,Arts and Entertainment,Mid Tier
Bharat Raj,bharat_raj_official,8.08,249500,6500.0,19000.0,2.6,India,Arts and Entertainment,Mid Tier
Shalmali Kholgade,shalmiaow,7.68,247400,2000.0,19300.0,0.8,Mumbai,Arts and Entertainment,Mid Tier
Bakchod_nation�? ??,bakchod_nation,7.62,245900,1300.0,34500.0,0.52,Jaipur,Arts and Entertainment,Mid Tier
Aditya Kumar,addykumarr,8.97,245100,38600.0,110400.0,15.85,India,Arts and Entertainment,Mid Tier
Raj Singh Arora,irajsingharora,6.8,245100,494.0,4800.0,0.21,Mumbai,Arts and Entertainment,Mid Tier
Sharman Joshi,sharmanjoshi,8.2,245000,7700.0,24100.0,3.17,Mumbai,Arts and Entertainment,Mid Tier
Tejaswini Prakash,tejaswi_niprakash,8.43,243700,11900.0,24600.0,4.91,Bengaluru,Arts and Entertainment,Mid Tier
Harjas Sethi,vellijanani,8.4,243300,10000.0,95500.0,4.2,Delhi,Arts and Entertainment,Mid Tier
Follow Bollywood Times,bollywood.times,6.99,242900,617.0,12100.0,0.25,India,Arts and Entertainment,Mid Tier
Anuj Sachdeva,apnanuj,7.24,242100,752.0,12300.0,0.32,Mumbai,Arts and Entertainment,Mid Tier
Megha Prasad,the_megha_prasad,7.7,240800,2200.0,7000.0,0.91,India,Arts and Entertainment,Mid Tier
Star Dance,tara.starboy,7.83,240200,3700.0,18200.0,1.54,Gurgaon,Arts and Entertainment,Mid Tier
Akshay Oberoi,akshay0beroi,7.7,239900,2100.0,7300.0,0.89,Mumbai,Arts and Entertainment,Mid Tier
Desi Crew,desicrewsatpalmalhi,7.7,238800,2100.0,6000.0,0.9,Khanna,Arts and Entertainment,Mid Tier
Sachin Sanghvi,soulfulsachin,7.82,237800,3500.0,11600.0,1.5,Mumbai,Arts and Entertainment,Mid Tier
Manisha Kelkar,manisharamkelkar,8.42,237100,11300.0,51300.0,4.76,Mumbai,Arts and Entertainment,Mid Tier
Manjot,oyemanjot,7.94,236900,4800.0,15900.0,2.05,Mumbai,Arts and Entertainment,Mid Tier
Sumukhi Suresh,sumukhisuresh,7.96,235800,5100.0,24700.0,2.18,Mumbai,Arts and Entertainment,Mid Tier
Nakkalites,nakkalites,7.6,235600,1100.0,19900.0,0.46,India,Arts and Entertainment,Mid Tier
Master Saleem,mastersaleem786official,8.04,235000,5900.0,19600.0,2.54,Mumbai,Arts and Entertainment,Mid Tier
Mohammed Ali Mirajkar,mdalimirajkar,7.94,234900,4800.0,108900.0,2.06,Mumbai,Arts and Entertainment,Mid Tier
Sanjana Anand,sanjanaa_anand,8.98,234500,39000.0,105400.0,16.74,Bengaluru,Arts and Entertainment,Mid Tier
Karan Jotwani,karanjotwani,8.45,233800,12800.0,23300.0,5.54,India,Arts and Entertainment,Mid Tier
Lisa Ray,lisaraniray,6.88,232400,533.0,7800.0,0.24,Mumbai,Arts and Entertainment,Mid Tier
Adriana Torrebejano,torrebe,8.4,232200,10200.0,22500.0,4.45,Vashi,Arts and Entertainment,Mid Tier
Ramandipak,dipak_studios,7.73,231300,2500.0,11300.0,1.09,New Delhi,Arts and Entertainment,Mid Tier
Hitha Chandrashekar,thehithaceee,7.78,230400,3100.0,21700.0,1.33,Bengaluru,Arts and Entertainment,Mid Tier
Nabeel AFridi,iamnabeelafridi,8.61,226900,20400.0,30900.0,9.13,Warangal,Arts and Entertainment,Mid Tier
Karthik Singer,Music,8.45,226600,12600.0,31600.0,5.6,Chennai,Arts and Entertainment,Mid Tier
Rishabh Rana,rishhsome,7.72,225900,2400.0,20000.0,1.08,India,Arts and Entertainment,Mid Tier
"KAVITA | Model, Actor, Blogger",thecrimsonheat,8.11,225900,6800.0,50300.0,3.02,Pune,Arts and Entertainment,Mid Tier
Naveen Kasturia,naveenkasturia,8.19,225800,7700.0,51300.0,3.41,Mumbai,Arts and Entertainment,Mid Tier
R I T U ??,rituu.t,7.63,224900,1300.0,7400.0,0.61,Rajasthan,Arts and Entertainment,Mid Tier
Himanshu Soni,ihimanshusoni,8.45,224500,12500.0,68900.0,5.64,Mumbai,Arts and Entertainment,Mid Tier
JUMPCUTS,jump_cuts,7.95,224400,4900.0,28400.0,2.21,India,Arts and Entertainment,Mid Tier
Radhika Mayadev,radhikamayadev_,8.31,223900,9000.0,128300.0,4.04,India,Arts and Entertainment,Mid Tier
OSHO,oshointernational,6.11,222500,237.0,28700.0,0.11,India,Arts and Entertainment,Mid Tier
PREETI RANA,iampreetirana,7.62,221100,1200.0,3500.0,0.57,Mumbai,Arts and Entertainment,Mid Tier
Keith Sequeira,keithsequeira,7.6,220300,1000.0,21700.0,0.46,Delhi,Arts and Entertainment,Mid Tier
Sahher Bambba,sahherbambba,7.96,220200,4900.0,10600.0,2.3,Shimla,Arts and Entertainment,Mid Tier
Vaishnavi Dhanraj,vaishnavidhanraj,8.23,220200,8100.0,4600.0,3.7,Nagpur,Arts and Entertainment,Mid Tier
Fotty Seven,fottyseven,8.89,219100,34400.0,99400.0,15.89,India,Arts and Entertainment,Mid Tier
Ram Kapoor,iamramkapoor,8.14,219000,7000.0,41700.0,3.24,Delhi,Arts and Entertainment,Mid Tier
